,Price,Adress,Total Finished Area:,Bedrooms:,Bathrooms:,Architectural Style:,Association Fee Includes:,Built in:,Condo Fees:,Construction Materials:,Cooling:,Exterior Features:,Fireplace Features:,Floor Space (approx):,Flooring:,Foundation Details:,Heating:,Interior Features:,Levels:,Parking Features:,Roof:,Zoning:,Lot Size:,Utilities:,Water Source:,Sewer:,Air Conditioning:,Pool:,Irregular:,Waterfront Features:,Garage:,Style:,Building Type:,Amenities:,Exterior Finish:,Fireplace:,Heating Type:,Cooling Type:,OwnershipType:,Property Type:,Features:,No. of Parking Spaces:
484,"$759,900","3005-510 6 Avenue SE, Calgary, AB, T2G 1L7",1332.00,2+0,2+0,Apartment,"Amenities of HOA/Condo, Caretaker, Common Area Maintenance, Heat, Insurance, Interior Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Security Personnel, Sewer, Snow Removal, Trash, Water",2016,"$1,082 Monthly","Brick, Concrete, Metal Siding",Central Air,Barbecue,,1332.00 Square Feet,"Ceramic Tile, Hardwood",,"Fan Coil, Natural Gas","Closet Organizers, Double Vanity, Elevator, Granite Counters, Kitchen Island, No Animal Home, No Smoking Home, Recreation Facilities, Sauna, Storage",Single Level Unit,"Heated Garage, Parkade, Tandem, Underground",Membrane,CC-EMU,,,,,Yes,,,,,,,,,,,,,,,
485,"$560,000","3005-930 6 Avenue SW, Calgary, AB, T2G 1L7",1021.80,2+0,2+0,High-Rise (5+),"Amenities of HOA/Condo, Common Area Maintenance, Heat, Parking, Professional Management, Reserve Fund Contributions, Sewer, Trash, Water",2017,$652 Monthly,"Concrete, Mixed",Central Air,None,,1021.80 Square Feet,"Carpet, Ceramic Tile, Laminate",,Boiler,See Remarks,Single Level Unit,"Guest, Heated Garage, Secured, Titled, Underground",Tar/Gravel,CR20-C20/R20,,,,,Yes,,,,,,,,,,,,,,,
486,"$849,900","3008/3010 16 Street SW, Calgary, AB, T3B 1Y2",1823.00,4+2,2+0,"Bungalow, Side by Side",,1965,,"Brick, Wood Frame",None,Other,,1823.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Forced Air,Open Floorplan,One,Off Street,Asphalt Shingle,R-C2,5489.00 Square Feet,,,,,,,,,,,,,,,,,,,
487,"$198,800","301-630 57 Avenue SW, Calgary, AB, T2V 0H4",815.69,2+0,1+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Security, Sewer, Snow Removal, Trash, Water",1982,$558 Monthly,"Brick, Concrete, Metal Siding, Wood Frame",None,None,,815.69 Square Feet,"Carpet, Laminate, Tile",,"Baseboard, Natural Gas","No Animal Home, No Smoking Home",Single Level Unit,"Heated Garage, Parkade, Secured, Underground",Tar/Gravel,M-C2,,,,,,,,,,,,,,,,,,,,
488,"$999,500","3013 27 Street SW, Calgary, AB, T3E 2G6",1880.20,3+1,3+1,"2 Storey, Side by Side",,2022,,"Concrete, Stucco, Wood Frame",None,Private Yard,Gas,1880.20 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Built-in Features, Closet Organizers, High Ceilings, Recessed Lighting, Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar",Two,Double Garage Detached,Asphalt,R-C2,3118.00 Square Feet,,,,,,,,,,,,,,,,,,,
489,"$239,900","302-13104 Elbow Drive SW, Calgary, AB, T2W 2P2",829.80,2+0,1+0,Townhouse,"Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions",1975,$312 Monthly,"Composite Siding, Wood Frame",Central Air,"Covered Courtyard, Private Yard",Wood Burning,829.80 Square Feet,Vinyl,Poured Concrete,"Fireplace(s), Forced Air, Natural Gas",Open Floorplan,One,"Assigned, Stall",Flat,M-C1 d100,,,,,Yes,,,,,,,,,,,,,,,
490,"$294,900","302-1540 17 Avenue SW, Calgary, AB, T2T 0C8",1011.00,2+0,2+0,Low-Rise(1-4),"Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2000,$592 Monthly,"Brick, Stucco, Wood Frame",None,Other,Gas,1011.00 Square Feet,"Carpet, Ceramic Tile",,"Forced Air, Natural Gas","Laminate Counters, No Smoking Home, Open Floorplan, Storage",Single Level Unit,"Heated Garage, Parkade, Stall, Underground",Tar/Gravel,C-COR1 f3.0h23,,,,,,,,,,,,,,,,,,,,
491,"$194,900","302-1811 18A Street SW, Calgary, AB, T2T 4W1",563.00,1+0,1+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",1968,$534 Monthly,"Brick, Concrete",None,Other,,563.00 Square Feet,"Ceramic Tile, Laminate",,"Baseboard, Natural Gas","Granite Counters, Open Floorplan",Single Level Unit,"Assigned, Heated Garage, Insulated, Parkade, Underground",Rubber,M-C2,,,,,,,,,,,,,,,,,,,,
492,"$180,000","302-2117 16 Street SW, Calgary, AB, T2T 4E5",495.80,1+0,1+0,Low-Rise(1-4),"Heat, Maintenance Grounds, Professional Management, Sewer, Snow Removal, Water",1978,$467 Monthly,"Composite Siding, Concrete",None,None,,495.80 Square Feet,Laminate,,Baseboard,Open Floorplan,Single Level Unit,"Outside, Plug-In, Stall",Asphalt Shingle,R-C2,,,,,,,,,,,,,,,,,,,,
493,"$307,400","302-215 13 Avenue SW, Calgary, AB, T2R 0V6",568.00,1+0,1+0,Apartment,"Caretaker, Common Area Maintenance, Heat, Insurance, Interior Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Residential Manager, Sewer, Trash, Water",2009,$438 Monthly,Mixed,None,"Playground, Storage, Tennis Court(s)",,568.00 Square Feet,"Carpet, Tile",,"Boiler, Natural Gas","Elevator, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Stone Counters",Single Level Unit,"Enclosed, Garage Door Opener, Heated Garage, Parkade, Paved, Secured, Stall, Titled, Underground",,DC,,,,,,,,,,,,,,,,,,,,
494,"$679,900","302 Evanspark Circle NW, Calgary, AB, T3P 0A6",2294.32,3+0,2+1,2 Storey,,2007,,"Stone, Vinyl Siding, Wood Frame",None,None,Gas,2294.32 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,Forced Air,"Kitchen Island, Pantry",Two,Double Garage Attached,Asphalt Shingle,R-1,4348.00 Square Feet,,,,,,,,,,,,,,,,,,,
495,"$199,000","303-1915 26 Street SW, Calgary, AB, T3E 2A2",737.50,2+0,1+0,Apartment,"Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",1981,$565 Monthly,"Wood Frame, Wood Siding",None,None,,737.50 Square Feet,"Carpet, Ceramic Tile, Laminate, Tile",,Baseboard,See Remarks,Single Level Unit,"Assigned, Heated Garage, Underground",,M-C1,,,,,,,,,,,,,,,,,,,,
496,"$189,000","303-3717 42 Street NW, Calgary, AB, T3A 2W2",693.00,1+0,1+0,Apartment,"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",1978,$400 Monthly,Wood Frame,None,Playground,Electric,693.00 Square Feet,Carpet,,Central,See Remarks,Single Level Unit,Stall,,M-C1 d75,121968.00 Square Feet,,,,,,,,,,,,,,,,,,,
497,"$294,900","303-3820 Brentwood Road NW, Calgary, AB, T2L 2L5",546.99,2+0,1+0,High-Rise (5+),"Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",2014,$385 Monthly,Concrete,Central Air,None,,546.99 Square Feet,"Carpet, Tile",Poured Concrete,"Boiler, Fan Coil, Natural Gas","Granite Counters, High Ceilings, Laminate Counters, Open Floorplan",Single Level Unit,"Garage Door Opener, On Street, Titled, Underground",Flat,DC,,,,,Yes,,,,,,,,,,,,,,,
498,"$345,000","303-88 9 Street NE, Calgary, AB, T2E 4E1",558.00,1+0,1+0,Apartment,"Amenities of HOA/Condo, Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Professional Management, Sewer, Snow Removal",2019,$381 Monthly,"Brick, Concrete, Metal Siding",Central Air,"Courtyard, Lighting",,558.00 Square Feet,"Carpet, Ceramic Tile, Vinyl",,"Fan Coil, Forced Air, Natural Gas","Closet Organizers, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan, Soaking Tub",Single Level Unit,"Heated Garage, Parkade, Titled, Underground",Membrane,DC,,,,,Yes,,,,,,,,,,,,,,,
499,"$250,000","304-1121 6 Avenue SW, Calgary, AB, T2P 5J4",628.00,1+0,1+0,High-Rise (5+),"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",2003,$488 Monthly,"Brick, Concrete",None,Courtyard,Gas,628.00 Square Feet,"Ceramic Tile, Laminate",,Baseboard,"No Smoking Home, Open Floorplan",Single Level Unit,"Titled, Underground",Metal,DC,,,,,,,,,,,,,,,,,,,,
500,"$150,000","304-1613 11 Avenue SW, Calgary, AB, T3C 0N3",555.10,1+0,1+0,Apartment,"Caretaker, Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",1979,$539 Monthly,"Stucco, Wood Frame",None,Lighting,,555.10 Square Feet,"Carpet, Laminate, Tile",,Baseboard,"No Animal Home, No Smoking Home, Open Floorplan, Storage",Single Level Unit,Stall,,M-H1,,,,,,,,,,,,,,,,,,,,
501,"$458,786","304-70 SADDLESTONE Drive NE, Calgary, AB, T3J 0W4",1416.89,3+0,2+1,3 Storey,"Insurance, Professional Management, Reserve Fund Contributions",2016,$322 Monthly,"Concrete, Vinyl Siding, Wood Frame","Central Air, None","Lighting, Playground",,1416.89 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,Forced Air,"Granite Counters, No Animal Home, No Smoking Home",Three Or More,Double Garage Attached,Asphalt Shingle,R-2M,,,,,Yes,,,,,,,,,,,,,,,
502,"$269,900","304-78 Prestwick Gardens SE, Calgary, AB, T2Z 3V2",891.16,2+0,1+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal",1999,$582 Monthly,"Brick, Veneer, Wood Frame",None,None,"Gas, Living Room",891.16 Square Feet,"Hardwood, Linoleum, Slate",Poured Concrete,"In Floor, Natural Gas","Elevator, Granite Counters, Open Floorplan, Pantry",Single Level Unit,"Heated Garage, Parkade, Secured, Stall, Titled, Underground",Asphalt Shingle,M-2,,,,,,,,,,,,,,,,,,,,
503,"$749,900","304 Nolanfield Way NW, Calgary, AB, T3R 0M1",2421.00,4+0,2+1,2 Storey,,2014,,"Stone, Vinyl Siding, Wood Frame",None,Garden,"Gas, Living Room",2421.00 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Forced Air,"Built-in Features, Granite Counters, High Ceilings, No Animal Home, No Smoking Home, Storage",Two,Double Garage Attached,Asphalt Shingle,R-1N,4477.00 Square Feet,,,,,,,,,,,,,,,,,,,
504,"$369,900","305-1920 11 Avenue SW, Calgary, AB, T3C 0N8",860.00,2+0,2+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",2017,$511 Monthly,"Stucco, Wood Frame",None,None,,860.00 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,"Hot Water, Natural Gas",Elevator,Single Level Unit,"Assigned, Parkade, Underground",Rubber,M-H1,,,,,,,,,,,,,,,,,,,,
505,"$354,900","305-369 Rocky Vista Park NW, Calgary, AB, T3G 5K7",1061.00,2+0,2+0,Apartment,"Amenities of HOA/Condo, Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",2004,$553 Monthly,"Stone, Vinyl Siding, Wood Frame",None,"Garden, Tennis Court(s)","Gas, Living Room, Stone",1061.00 Square Feet,"Carpet, Linoleum",Poured Concrete,"Baseboard, Natural Gas","Open Floorplan, Pantry, Storage, Walk-In Closet(s)",Single Level Unit,"Parkade, Titled, Underground",Shake,M-C2 d158,,,,,,,,,,,,,,,,,,,,
506,"$628,000","305 Bridleridge View SW, Calgary, AB, T2Y 0E6",1951.79,2+3,3+1,2 Storey,,2008,,"Vinyl Siding, Wood Frame",None,Other,Gas,1951.79 Square Feet,"Carpet, Hardwood, Laminate, Tile",Poured Concrete,"Fireplace(s), Forced Air, Natural Gas","Double Vanity, High Ceilings, No Animal Home, No Smoking Home, Open Floorplan, Vaulted Ceiling(s), Wet Bar",Two,"Double Garage Attached, Insulated",Asphalt Shingle,R-1N,3476.00 Square Feet,,,,,,,,,,,,,,,,,,,
507,"$275,000","306-108 Edgeridge Terrace NW, Calgary, AB, T3A 6C4",786.00,2+0,1+0,Apartment,"Common Area Maintenance, Heat, Insurance, Interior Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",1999,$663 Monthly,Wood Frame,None,None,"Gas, Living Room",786.00 Square Feet,Carpet,Poured Concrete,"Baseboard, Fireplace(s)","Ceiling Fan(s), High Ceilings, No Animal Home, No Smoking Home, Open Floorplan",Single Level Unit,"Titled, Underground",Concrete,M-C1 d75,,,,,,,,,,,,,,,,,,,,
508,"$259,900","307-111 14 Avenue, Calgary, AB, T2G 4Z8",816.40,2+0,1+0,High-Rise (5+),"Common Area Maintenance, Electricity, Gas, Heat, Insurance, Parking, Reserve Fund Contributions",1981,$678 Monthly,"Concrete, Stucco",None,None,,816.40 Square Feet,"Laminate, Tile",,"Baseboard, Hot Water","Elevator, No Animal Home, No Smoking Home, See Remarks",Single Level Unit,"Parkade, Underground",,CC-MHX,,,,,,,,,,,,,,,,,,,,
509,"$300,000","307-790 Kingsmere Crescent SW, Calgary, AB, T2V 2G9",1227.00,2+0,2+0,Low-Rise(1-4),"Caretaker, Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",2007,$857 Monthly,"Brick, Stucco, Wood Frame",None,"Other, Storage","Gas, Living Room",1227.00 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,"Baseboard, Electric",High Ceilings,Multi Level Unit,"Parkade, See Remarks, Side By Side, Stall, Titled, Underground",Asphalt Shingle,M-C1,,,,,,,,,,,,,,,,,,,,
510,"$649,900","307 Shannon Square SW, Calgary, AB, T2Y 4K1",1848.75,4+1,3+1,2 Storey,,2002,,Vinyl Siding,None,None,Gas,1848.75 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,"Forced Air, Natural Gas","Granite Counters, Kitchen Island, No Animal Home, No Smoking Home, Open Floorplan",Two,Double Garage Attached,Asphalt Shingle,R-C1N,4574.00 Square Feet,,,,,,,,,,,,,,,,,,,
511,"$625,000","308-1117 1 Street SW, Calgary, AB, T2R 0T9",1306.28,2+0,2+0,Multi Level Unit,"Common Area Maintenance, Electricity, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",1911,$875 Monthly,"Brick, Concrete, Stucco",None,None,,1306.28 Square Feet,"Ceramic Tile, Hardwood, See Remarks",,Hot Water,"High Ceilings, See Remarks, Skylight(s)",Multi Level Unit,"Assigned, Underground",Tar/Gravel,CC-X,,,,,,,,,,,,,,,,,,,,
512,"$429,900","308-3316 Rideau Place SW, Calgary, AB, T2S 1Z4",949.00,2+0,1+0,Apartment,"Caretaker, Common Area Maintenance, Heat, Interior Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water",1955,$753 Monthly,"Brick, Concrete, Wood Siding",None,None,,949.00 Square Feet,"Ceramic Tile, Laminate",Poured Concrete,"Hot Water, Natural Gas","Elevator, Kitchen Island, Open Floorplan, Storage",Single Level Unit,"Assigned, Stall, Underground",,M-H2,,,,,,Yes,,,,,,,,,,,,,,
513,"$399,500","308-4818 Varsity Drive NW, Calgary, AB, T3A 1A3",903.26,2+0,2+0,Apartment,"Heat, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Water",2016,$558 Monthly,"Composite Siding, Wood Frame",None,Other,,903.26 Square Feet,"Carpet, Ceramic Tile, Hardwood",Poured Concrete,Baseboard,"No Smoking Home, See Remarks",Single Level Unit,"Assigned, Parkade, Underground",Membrane,M-C1,,,,,,,,,,,,,,,,,,,,
514,"$205,000","308-528 20 Avenue SW, Calgary, AB, T2S 0E8",440.00,1+0,1+0,Low-Rise(1-4),"Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water",1961,$371 Monthly,"Brick, Wood Frame",None,None,,440.00 Square Feet,Ceramic Tile,,Baseboard,No Smoking Home,Single Level Unit,None,Tar/Gravel,M-C2,,,,,,,,,,,,,,,,,,,,
515,"$275,000","309-15204 Bannister Road SE, Calgary, AB, T2X 3T4",1008.26,2+0,1+1,Penthouse,"Amenities of HOA/Condo, Common Area Maintenance, Gas, Heat, Reserve Fund Contributions, Sewer, Trash, Water",2002,$660 Monthly,"Stucco, Wood Frame",None,Other,"Gas, Living Room",1008.26 Square Feet,Carpet,,In Floor,"Breakfast Bar, Closet Organizers, High Ceilings, No Animal Home, No Smoking Home, Vaulted Ceiling(s)",Multi Level Unit,"Parkade, Titled, Underground",,DC (pre 1P2007),,,,,,,,,,,,,,,,,,,,
516,"$339,500","309-880 Centre Avenue NE, Calgary, AB, T2E 9C3",810.74,2+0,2+0,Apartment,"Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2003,$560 Monthly,"Brick, Composite Siding, Wood Frame",None,"Courtyard, Storage","Gas, Insert",810.74 Square Feet,"Carpet, Ceramic Tile",Poured Concrete,"In Floor, Natural Gas","Breakfast Bar, Granite Counters, High Ceilings, No Animal Home, Soaking Tub, Storage, Track Lighting",Single Level Unit,"Assigned, Heated Garage, Parkade, Underground",Tar/Gravel,DC (pre 1P2007),,,,,,,,,,,,,,,,,,,,
517,"$364,900","31 Copperpond Close SE, Calgary, AB, T2Z 0Y8",1255.10,2+0,2+1,2 Storey,"Common Area Maintenance, Insurance, Parking, Reserve Fund Contributions, Snow Removal",2011,$337 Monthly,"Vinyl Siding, Wood Frame",None,None,,1255.10 Square Feet,"Carpet, Ceramic Tile, Laminate",Poured Concrete,"Forced Air, Natural Gas","Granite Counters, High Ceilings, Kitchen Island, Open Floorplan, Storage, Walk-In Closet(s)",Two,"Off Street, Single Garage Attached",Asphalt Shingle,M-G d44,1332.00 Square Feet,,,,,,,,,,,,,,,,,,,
518,"$550,000","31 Harvest Lake Villas, Calgary, AB, T3K 4K5",1200.28,1+1,3+0,"Bungalow, Side by Side","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Residential Manager, Snow Removal, Trash",1994,$497 Monthly,"Brick, Stucco, Wood Frame",None,"Awning(s), None",Gas,1200.28 Square Feet,"Carpet, Hardwood, Laminate",Poured Concrete,"Forced Air, Natural Gas","Central Vacuum, Laminate Counters, No Smoking Home, Open Floorplan",One,Double Garage Attached,"Asphalt, Asphalt Shingle",M-CG d30,6501.00 Square Feet,,,,,,Yes,,,,,,,,,,,,,
519,"$560,000","31 Harvest Wood Link NE, Calgary, AB, T3K 3X7",1784.00,3+1,2+1,4 Level Split,,1990,,Wood Frame,"Central Air, Full","Private Entrance, Private Yard",Wood Burning,1784.00 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Central, Forced Air","High Ceilings, Laminate Counters, Open Floorplan, See Remarks, Separate Entrance, Skylight(s), Soaking Tub, Storage, Vaulted Ceiling(s)",4 Level Split,"Alley Access, Concrete Driveway, Covered, Double Garage Attached, Driveway, Enclosed, Garage Door Opener, Garage Faces Front, Off Street, Parking Pad, Secured, See Remarks, Side By Side, Stall",Asphalt Shingle,R-C2,5468.00 Square Feet,,,,Yes,,,,,,,,,,,,,,,
520,"$315,000","310-1521 26 Avenue SW, Calgary, AB, T2T 1C4",619.39,2+0,2+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Maintenance Grounds, Professional Management, Sewer, Snow Removal, Water",2015,$463 Monthly,"Composite Siding, Metal Frame, Wood Frame",Wall Unit(s),"Barbecue, Courtyard, Uncovered Courtyard",,619.39 Square Feet,"Laminate, Tile",,"Baseboard, Natural Gas","Built-in Features, Chandelier, Closet Organizers, Pantry, Storage",Single Level Unit,"Parkade, Stall, Titled, Underground",,M-C2,,,,,Yes,,,,,,,,,,,,,,,
521,"$328,000","3101-901 10 Avenue SW, Calgary, AB, T2R 0B5",462.00,1+0,1+0,Apartment,"Common Area Maintenance, Gas, Heat, Insurance, Professional Management, Reserve Fund Contributions, Security Personnel, Sewer, Snow Removal, Trash, Water",2016,$381 Monthly,"Composite Siding, Concrete",Central Air,None,,462.00 Square Feet,"Laminate, Tile",,Fan Coil,"High Ceilings, Open Floorplan, Recessed Lighting, Stone Counters, Walk-In Closet(s)",Single Level Unit,"Stall, Titled, Underground",Rubber,CC-X,,,,,Yes,,,,,,,,,,,,,,,
522,"$269,900","3103-20 Harvest Rose Park NE, Calgary, AB, T3R 4Z1",951.04,2+0,2+0,Apartment,"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",1998,$492 Monthly,"Stucco, Wood Frame","Central Air, Wall Unit(s)",None,,951.04 Square Feet,Laminate,Poured Concrete,"Baseboard, Natural Gas","Granite Counters, No Smoking Home, Open Floorplan",Single Level Unit,"Heated Garage, Parkade, Stall, Titled, Underground",Asphalt Shingle,M-C1 d75,,,,,Yes,,,,,,,,,,,,,,,
523,"$453,900","3104-410 Seton Passage SE, Calgary, AB, T3M 0M2",1226.54,3+0,2+1,3 Storey,"Maintenance Grounds, Snow Removal",2023,$221 Monthly,"Brick, Composite Siding, Wood Frame",None,None,,1226.54 Square Feet,Laminate,Slab,"Forced Air, Natural Gas",See Remarks,Three Or More,Double Garage Attached,Asphalt Shingle,TBD,,,,,,,,,,,,,,,,,,,,
524,"$263,000","3106-155 Skyview Ranch Way NE, Calgary, AB, T3N 0L3",830.00,2+0,2+0,Low-Rise(1-4),"Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water",2012,$383 Monthly,"Stone, Stucco, Vinyl Siding, Wood Frame",None,Courtyard,,830.00 Square Feet,"Carpet, Ceramic Tile, Cork",,"Baseboard, Natural Gas","Ceiling Fan(s), Elevator",Single Level Unit,"Stall, Titled, Underground",,M-2,,,,,,,,,,,,,,,,,,,,
525,"$310,000","3106-210 15 Avenue SE, Calgary, AB, T2G 0B5",692.58,1+0,1+0,High-Rise (5+),"Amenities of HOA/Condo, Caretaker, Common Area Maintenance, Gas, Heat, Insurance, Interior Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Security, Sewer, Snow Removal, Trash, Water",2009,$400 Monthly,"Brick, Concrete, Stucco",Central Air,None,,692.58 Square Feet,"Ceramic Tile, Hardwood",Poured Concrete,Forced Air,"Granite Counters, No Smoking Home, Recreation Facilities",Single Level Unit,"Parkade, Underground",Tar/Gravel,DC (pre 1P2007),,,,,Yes,,,,,,,,,,,,,,,
526,"$1,299,900","3108 34 Avenue SW, Calgary, AB, T3E 0Y9",1758.70,2+2,3+1,Bi-Level,,1955,,Wood Frame,None,"Playground, Private Yard","Blower Fan, Electric, Family Room, Living Room, Mantle",1758.70 Square Feet,"Carpet, Hardwood, Tile",Poured Concrete,"Electric, Fireplace(s), Forced Air, Natural Gas","Bar, Beamed Ceilings, Breakfast Bar, Closet Organizers, High Ceilings, Kitchen Island, No Animal Home, No Smoking Home, Pantry, Recessed Lighting, Soaking Tub, Storage, Tankless Hot Water, Vaulted Ceiling(s), Walk-In Closet(s), Wet Bar",One,,Asphalt Shingle,R-C1,6350.00 Square Feet,,,,,,,,Yes,,,,,,,,,,,
